Id	Subject	Object	Predicate	Lexical cue
T5	0-29	Disease	denotes	Primary Ovarian Insufficiency
T4	34-45	Disease	denotes	Azoospermia
T3	49-57	Reg	denotes	Carriers
T1	74-81	Gene	denotes	PSMC3IP
T2	92-100	Var	denotes	Mutation
T8	1048-1056	Var	denotes	c.100C>T
T10	1157-1169	Reg	denotes	demonstrated
T9	1170-1197	CPA	denotes	mitochondrial fragmentation
T6	1225-1229	Gene	denotes	CLPP
T7	1230-1238	Var	denotes	mutation
R1	T1	T2	ThemeOf	PSMC3IP,Mutation
R2	T2	T3	CauseOf	Mutation,Carriers
R3	T4	T3	ThemeOf	Azoospermia,Carriers
R4	T5	T3	ThemeOf	Primary Ovarian Insufficiency,Carriers
R5	T8	T7	ThemeOf	c.100C>T,mutation
R6	T6	T7	ThemeOf	CLPP,mutation
R7	T7	T10	CauseOf	mutation,demonstrated
R8	T9	T10	ThemeOf	mitochondrial fragmentation,demonstrated
