Id	Subject	Object	Predicate	Lexical cue
T1	541-550	Var	denotes	mutations
T2	556-562	Reg	denotes	confer
T3	563-581	MPA	denotes	self-compatibility
T5	1304-1308	Gene	denotes	MITE
T6	1309-1318	Var	denotes	insertion
T9	1319-1328	NegReg	denotes	truncates
T10	1333-1343	MPA	denotes	ParMDO ORF
T7	1359-1363	NegReg	denotes	loss
T8	1367-1378	MPA	denotes	SI function
R1	T1	T2	CauseOf	mutations,confer
R2	T3	T2	ThemeOf	self-compatibility,confer
R3	T5	T6	ThemeOf	MITE,insertion
R4	T6	T9	CauseOf	insertion,truncates
R5	T10	T9	ThemeOf	ParMDO ORF,truncates
R6	T6	T7	CauseOf	insertion,loss
R7	T8	T7	ThemeOf	SI function,loss
