Id	Subject	Object	Predicate	Lexical cue
T15	72-80	NegReg	denotes	negative
T3	81-90	Var	denotes	mutations
T1	94-99	Gene	denotes	CLCN7
T4	200-224	Disease	denotes	Albers-Schönberg disease
T8	663-672	PosReg	denotes	increased
T9	673-695	CPA	denotes	trabecular bone volume
T5	713-718	Gene	denotes	Clcn7
T6	718-723	Var	denotes	F318L
T7	745-753	NegReg	denotes	negative
T11	882-889	Var	denotes	p.F318L
T12	897-904	Protein	denotes	protein
T13	908-911	NegReg	denotes	non
T14	912-922	MPA	denotes	functional
R1	T1	T3	ThemeOf	CLCN7,mutations
R10	T11	T13	CauseOf	p.F318L,non
R11	T14	T13	ThemeOf	functional,non
R12	T12	T11	ThemeOf	protein,p.F318L
R13	T3	T15	CauseOf	mutations,negative
R14	T4	T15	ThemeOf	Albers-Schönberg disease,negative
R4	T5	T6	ThemeOf	Clcn7,F318L
R5	T6	T7	CauseOf	F318L,negative
R6	T7	T8	CauseOf	negative,increased
R7	T9	T8	ThemeOf	trabecular bone volume,increased
