Id	Subject	Object	Predicate	Lexical cue
T4	1035-1039	CPA	denotes	CHIP
T2	1045-1061	PosReg	denotes	gain-of-function
T3	1062-1079	Var	denotes	missense mutation
T1	1102-1106	Gene	denotes	GNAS
T7	1266-1270	Gene	denotes	GNAS
T8	1270-1275	Var	denotes	R201C
T9	1276-1285	PosReg	denotes	supported
T10	1286-1313	CPA	denotes	transplantable HSC activity
T11	1318-1326	PosReg	denotes	improved
T12	1327-1342	CPA	denotes	lymphoid output
R1	T1	T3	ThemeOf	GNAS,missense mutation
R2	T3	T2	CauseOf	missense mutation,gain-of-function
R3	T7	T8	ThemeOf	GNAS,R201C
R4	T4	T2	ThemeOf	CHIP,gain-of-function
R5	T8	T9	CauseOf	R201C,supported
R6	T10	T9	ThemeOf	transplantable HSC activity,supported
R7	T12	T11	ThemeOf	lymphoid output,improved
R8	T8	T11	CauseOf	R201C,improved
