Id	Subject	Object	Predicate	Lexical cue
T1	83-105	Disease	denotes	dilated cardiomyopathy
T2	118-124	Gene	denotes	Nav1.5
T3	125-141	PosReg	denotes	gain-of-function
T19	152-157	Var	denotes	G213D
T5	178-187	Var	denotes	mutations
T6	192-199	Reg	denotes	lead to
T7	210-226	Disease	denotes	cardiac diseases
T9	667-672	Gene	denotes	SCN5A
T8	689-706	Var	denotes	missense mutation
T10	781-793	Reg	denotes	resulting in
T20	847-852	Var	denotes	G213D
T12	1605-1611	Gene	denotes	Nav1.5
T21	1612-1617	Var	denotes	G213D
T15	1648-1664	PosReg	denotes	gain-of-function
T18	1721-1743	Disease	denotes	dilated cardiomyopathy
R15	T2	T19	ThemeOf	Nav1.5,G213D
R16	T19	T3	CauseOf	G213D,gain-of-function
R17	T20	T10	ThemeOf	G213D,resulting in
R18	T12	T21	ThemeOf	Nav1.5,G213D
R19	T21	T15	CauseOf	G213D,gain-of-function
R20	T18	T15	ThemeOf	dilated cardiomyopathy,gain-of-function
R3	T1	T3	ThemeOf	dilated cardiomyopathy,gain-of-function
R4	T5	T6	CauseOf	mutations,lead to
R5	T7	T6	ThemeOf	cardiac diseases,lead to
R6	T9	T8	ThemeOf	SCN5A,missense mutation
R7	T8	T10	CauseOf	missense mutation,resulting in
