Id	Subject	Object	Predicate	Lexical cue
T1	183-186	Gene	denotes	p53
T2	187-205	Var	denotes	missense mutations
T3	206-214	NegReg	denotes	abrogate
T4	219-246	CPA	denotes	tumour suppressive function
T5	262-278	PosReg	denotes	gain-of-function
T20	291-299	PosReg	denotes	promotes
T21	300-306	Disease	denotes	cancer
T8	326-329	Gene	denotes	p53
T9	330-333	PosReg	denotes	GOF
T10	334-341	Var	denotes	mutants
T11	354-364	PosReg	denotes	upregulate
T12	365-391	Gene	denotes	chromatin regulatory genes
T15	407-430	Enzyme	denotes	methyltransferases MLL1
T14	454-458	Enzyme	denotes	MLL2
T16	486-507	Enzyme	denotes	acetyltransferase MOZ
T17	565-574	PosReg	denotes	increases
T18	578-597	MPA	denotes	histone methylation
T19	602-613	MPA	denotes	acetylation
T27	666-678	PosReg	denotes	upregulation
T22	682-686	Enzyme	denotes	MLL1
T23	688-692	Enzyme	denotes	MLL2
T24	698-701	Enzyme	denotes	MOZ
T25	705-708	Gene	denotes	p53
T26	709-712	Var	denotes	GOF
R1	T1	T2	ThemeOf	p53,missense mutations
R10	T14	T12	ThemeOf	MLL2,chromatin regulatory genes
R11	T16	T12	ThemeOf	acetyltransferase MOZ,chromatin regulatory genes
R12	T2	T20	CauseOf	missense mutations,promotes
R13	T21	T20	ThemeOf	cancer,promotes
R14	T11	T17	CauseOf	upregulate,increases
R15	T18	T17	ThemeOf	histone methylation,increases
R16	T19	T17	ThemeOf	acetylation,increases
R17	T25	T26	ThemeOf	p53,GOF
R18	T26	T27	CauseOf	GOF,upregulation
R19	T22	T27	ThemeOf	MLL1,upregulation
R2	T2	T3	CauseOf	missense mutations,abrogate
R20	T23	T27	ThemeOf	MLL2,upregulation
R21	T24	T27	ThemeOf	MOZ,upregulation
R3	T4	T3	ThemeOf	tumour suppressive function,abrogate
R4	T2	T5	CauseOf	missense mutations,gain-of-function
R5	T8	T10	ThemeOf	p53,mutants
R6	T10	T9	CauseOf	mutants,GOF
R7	T10	T11	CauseOf	mutants,upregulate
R8	T12	T11	ThemeOf	chromatin regulatory genes,upregulate
R9	T15	T12	ThemeOf	methyltransferases MLL1,chromatin regulatory genes
