Id	Subject	Object	Predicate	Lexical cue
T1	220-229	Var	denotes	mutations
T2	233-237	Gene	denotes	ORC1
T3	239-243	Gene	denotes	ORC4
T4	245-249	Gene	denotes	ORC6
T5	251-255	Gene	denotes	CDT1
T6	259-263	Gene	denotes	CDC6
T7	286-291	Reg	denotes	cause
T8	292-313	Disease	denotes	Meier-Gorlin syndrome
T9	576-592	NegReg	denotes	Loss-of-function
T10	593-602	Var	denotes	mutations
T11	606-610	Gene	denotes	cdc6
T23	673-692	CPA	denotes	embryonic lethality
T24	700-732	CPA	denotes	cell cycle arrest at the S phase
T25	747-756	CPA	denotes	apoptosis
T26	917-935	Var	denotes	cdc6tsu21cd mutant
T13	976-998	CPA	denotes	body weight and length
T12	1024-1031	NegReg	denotes	reduced
T18	1073-1091	Var	denotes	cdc6tsu21cd mutant
T16	1173-1182	NegReg	denotes	defective
T17	1183-1195	CPA	denotes	reproduction
T21	1252-1256	Gene	denotes	CDC6
T22	1264-1272	Var	denotes	mutation
T19	1347-1356	NegReg	denotes	represses
T20	1357-1377	CPA	denotes	cell death phenotype
R1	T2	T1	ThemeOf	ORC1,mutations
R10	T24	T9	ThemeOf	cell cycle arrest at the S phase,Loss-of-function
R11	T25	T9	ThemeOf	apoptosis,Loss-of-function
R12	T9	T23	CauseOf	Loss-of-function,embryonic lethality
R13	T13	T12	ThemeOf	body weight and length,reduced
R14	T26	T12	CauseOf	cdc6tsu21cd mutant,reduced
R15	T18	T16	CauseOf	cdc6tsu21cd mutant,defective
R16	T17	T16	ThemeOf	reproduction,defective
R17	T21	T22	ThemeOf	CDC6,mutation
R18	T22	T19	CauseOf	mutation,represses
R19	T20	T19	ThemeOf	cell death phenotype,represses
R2	T3	T1	ThemeOf	ORC4,mutations
R3	T4	T1	ThemeOf	ORC6,mutations
R4	T5	T1	ThemeOf	CDT1,mutations
R5	T6	T1	ThemeOf	CDC6,mutations
R6	T1	T7	CauseOf	mutations,cause
R7	T8	T7	ThemeOf	Meier-Gorlin syndrome,cause
R8	T11	T10	ThemeOf	cdc6,mutations
R9	T10	T9	CauseOf	mutations,Loss-of-function
