Id	Subject	Object	Predicate	Lexical cue
T1	103-119	NegReg	denotes	Loss-of-function
T2	120-129	Var	denotes	mutations
T3	149-152	Gene	denotes	FLG
T4	208-225	Disease	denotes	skin malignancies
T5	233-240	NegReg	denotes	reduced
T6	241-270	MPA	denotes	levels of epidermal filaggrin
T7	279-299	MPA	denotes	degradation products
T8	301-314	MPA	denotes	urocanic acid
R1	T3	T2	ThemeOf	FLG,mutations
R2	T4	T1	ThemeOf	skin malignancies,Loss-of-function
R3	T2	T1	CauseOf	mutations,Loss-of-function
R4	T2	T5	CauseOf	mutations,reduced
R5	T6	T5	ThemeOf	levels of epidermal filaggrin,reduced
R6	T2	T7	CauseOf	mutations,degradation products
R7	T8	T7	ThemeOf	urocanic acid,degradation products
