Id	Subject	Object	Predicate	Lexical cue
T12	465-479	Var	denotes	point mutation
T9	512-515	Gene	denotes	ZEP
T10	576-582	Reg	denotes	change
T11	586-659	MPA	denotes	glycine to aspartate in a highly conserved region in the catalytic domain
T7	1160-1163	Enzyme	denotes	ZEP
T8	1194-1215	MPA	denotes	conformational change
T6	1229-1255	Var	denotes	single amino acid mutation
T4	1262-1268	NegReg	denotes	impact
T5	1273-1333	Interaction	denotes	interaction between the substrate and substrate-binding site
T1	1348-1352	NegReg	denotes	loss
T2	1356-1376	Enzyme	denotes	zeaxanthin epoxidase
T3	1377-1385	MPA	denotes	function
R1	T6	T8	CauseOf	single amino acid mutation,conformational change
R10	T11	T10	ThemeOf	glycine to aspartate in a highly conserved region in the catalytic domain,change
R2	T7	T8	ThemeOf	ZEP,conformational change
R3	T8	T4	CauseOf	conformational change,impact
R4	T5	T4	ThemeOf	interaction between the substrate and substrate-binding site,impact
R5	T4	T1	CauseOf	impact,loss
R6	T2	T3	ThemeOf	zeaxanthin epoxidase,function
R7	T3	T1	ThemeOf	function,loss
R8	T9	T12	ThemeOf	ZEP,point mutation
R9	T12	T10	CauseOf	point mutation,change
