Id	Subject	Object	Predicate	Lexical cue
T17	699-707	PosReg	denotes	progress
T19	711-729	Disease	denotes	invasive carcinoma
T20	735-741	Var	denotes	mutp53
T21	742-754	PosReg	denotes	accumulation
T22	769-774	Protein	denotes	NF-κB
T23	775-785	PosReg	denotes	activation
T24	851-887	Disease	denotes	colitis-associated colorectal cancer
R13	T20	T21	CauseOf	mutp53,accumulation
R14	T22	T23	CauseOf	NF-κB,activation
R15	T23	T17	CauseOf	activation,progress
R16	T19	T17	ThemeOf	invasive carcinoma,progress
R17	T21	T17	CauseOf	accumulation,progress
R20	T20	T23	CauseOf	mutp53,activation
R21	T24	T17	ThemeOf	colitis-associated colorectal cancer,progress
