Id	Subject	Object	Predicate	Lexical cue
T9	200-203	Disease	denotes	LMS
T2	223-243	Var	denotes	mutations in exon 33
T1	247-253	Gene	denotes	NOTCH3
T3	267-276	MPA	denotes	truncated
T4	277-284	Protein	denotes	protein
T5	285-292	NegReg	denotes	lacking
T6	293-325	MPA	denotes	sequences for NOTCH3 degradation
T8	349-355	Gene	denotes	NOTCH3
T7	356-372	PosReg	denotes	gain of function
T24	660-675	Var	denotes	Notch3tm1.1Ecan
T22	685-713	CPA	denotes	cancellous and cortical bone
T23	714-724	NegReg	denotes	osteopenia
T21	875-882	Var	denotes	mutants
T25	901-909	NegReg	denotes	decrease
T26	913-935	CPA	denotes	cancellous bone volume
T27	954-963	NegReg	denotes	reduction
T28	967-984	CPA	denotes	trabecular number
T29	989-998	NegReg	denotes	decreased
T30	999-1011	CPA	denotes	connectivity
T44	1318-1333	Var	denotes	Notch3tm1.1Ecan
T36	1334-1355	CPA	denotes	calvarial osteoblasts
T37	1360-1369	PosReg	denotes	increased
T38	1388-1397	PosReg	denotes	increased
T39	1398-1437	Protein	denotes	bone γ-carboxyglutamate protein (Bglap)
T40	1442-1477	Gene	denotes	TNF superfamily member 11 (Tnfsf11)
T41	1478-1489	MPA	denotes	mRNA levels
T42	1494-1499	NegReg	denotes	lower
T43	1500-1516	MPA	denotes	Tnfrsf11b levels
T10	1798-1822	Var	denotes	Notch3tm1.1Ecan mutation
T11	1830-1840	Disease	denotes	osteopenia
T12	1852-1860	PosReg	denotes	increase
T19	1864-1888	CPA	denotes	osteoblast proliferation
T14	1893-1901	CPA	denotes	function
T15	1925-1933	PosReg	denotes	enhanced
T16	1934-1941	Gene	denotes	Tnfsf11
T17	1942-1952	MPA	denotes	expression
R1	T1	T2	ThemeOf	NOTCH3,mutations in exon 33
R10	T19	T12	ThemeOf	osteoblast proliferation,increase
R11	T14	T12	ThemeOf	function,increase
R12	T10	T15	CauseOf	Notch3tm1.1Ecan mutation,enhanced
R13	T16	T17	ThemeOf	Tnfsf11,expression
R14	T17	T15	ThemeOf	expression,enhanced
R15	T24	T23	CauseOf	Notch3tm1.1Ecan,osteopenia
R16	T22	T23	ThemeOf	cancellous and cortical bone,osteopenia
R17	T21	T27	CauseOf	mutants,reduction
R18	T28	T27	ThemeOf	trabecular number,reduction
R19	T21	T29	CauseOf	mutants,decreased
R2	T2	T3	CauseOf	mutations in exon 33,truncated
R20	T30	T29	ThemeOf	connectivity,decreased
R21	T26	T25	ThemeOf	cancellous bone volume,decrease
R22	T27	T25	CauseOf	reduction,decrease
R23	T29	T25	CauseOf	decreased,decrease
R27	T36	T37	ThemeOf	calvarial osteoblasts,increased
R28	T44	T37	CauseOf	Notch3tm1.1Ecan,increased
R29	T44	T38	CauseOf	Notch3tm1.1Ecan,increased
R3	T4	T3	ThemeOf	protein,truncated
R30	T39	T38	ThemeOf	bone γ-carboxyglutamate protein (Bglap),increased
R31	T40	T41	ThemeOf	TNF superfamily member 11 (Tnfsf11),mRNA levels
R32	T41	T38	ThemeOf	mRNA levels,increased
R33	T44	T42	CauseOf	Notch3tm1.1Ecan,lower
R34	T43	T42	ThemeOf	Tnfrsf11b levels,lower
R4	T3	T5	CauseOf	truncated,lacking
R5	T6	T5	ThemeOf	sequences for NOTCH3 degradation,lacking
R6	T2	T7	CauseOf	mutations in exon 33,gain of function
R7	T8	T7	ThemeOf	NOTCH3,gain of function
R8	T10	T11	CauseOf	Notch3tm1.1Ecan mutation,osteopenia
R9	T10	T12	CauseOf	Notch3tm1.1Ecan mutation,increase
