Id	Subject	Object	Predicate	Lexical cue
T1	0-6	Var	denotes	Mutant
T2	7-10	Gene	denotes	p53
T3	11-22	PosReg	denotes	facilitates
T4	23-49	CPA	denotes	somatic cell reprogramming
T5	54-62	NegReg	denotes	augments
T6	67-108	CPA	denotes	malignant potential of reprogrammed cells
T7	110-113	Gene	denotes	p53
T8	114-124	Var	denotes	deficiency
T9	125-133	PosReg	denotes	enhances
T10	152-178	CPA	denotes	somatic cell reprogramming
T11	254-261	Var	denotes	mutated
T12	271-274	Gene	denotes	p53
T13	275-279	PosReg	denotes	gain
T14	286-296	MPA	denotes	activities
T15	404-408	PosReg	denotes	gain
T16	412-420	MPA	denotes	function
T17	440-447	Var	denotes	mut-p53
T18	464-472	PosReg	denotes	enhanced
T19	495-516	CPA	denotes	reprogramming process
T21	571-579	MPA	denotes	activity
T20	583-586	Var	denotes	mut
T40	587-590	Gene	denotes	p53
T22	599-610	Reg	denotes	alterations
T23	618-659	CPA	denotes	characteristics of the reprogrammed cells
T27	748-768	MPA	denotes	pluripotent capacity
T24	808-814	Var	denotes	mutant
T25	815-818	Gene	denotes	p53
T26	819-823	NegReg	denotes	lost
T28	844-853	Reg	denotes	gave rise
T29	857-873	CPA	denotes	malignant tumors
T30	1054-1072	MPA	denotes	oncogenic activity
T34	1089-1103	PosReg	denotes	overexpression
T31	1124-1127	Var	denotes	mut
T41	1128-1131	Gene	denotes	p53
T32	1138-1145	PosReg	denotes	induced
T33	1146-1163	CPA	denotes	aggressive tumors
T35	1380-1383	Gene	denotes	p53
T36	1387-1394	Var	denotes	mutated
T37	1396-1409	CPA	denotes	reprogramming
T38	1414-1423	Reg	denotes	result in
T39	1442-1486	CPA	denotes	cells with malignant tumor-forming potential
R1	T2	T1	ThemeOf	p53,Mutant
R10	T14	T13	ThemeOf	activities,gain
R11	T12	T11	ThemeOf	p53,mutated
R12	T17	T15	CauseOf	mut-p53,gain
R13	T16	T15	ThemeOf	function,gain
R14	T17	T18	CauseOf	mut-p53,enhanced
R15	T19	T18	ThemeOf	reprogramming process,enhanced
R16	T21	T20	ThemeOf	activity,mut
R17	T20	T22	CauseOf	mut,alterations
R18	T23	T22	ThemeOf	characteristics of the reprogrammed cells,alterations
R19	T24	T26	CauseOf	mutant,lost
R2	T1	T3	CauseOf	Mutant,facilitates
R20	T27	T26	ThemeOf	pluripotent capacity,lost
R21	T25	T24	ThemeOf	p53,mutant
R22	T24	T28	CauseOf	mutant,gave rise
R23	T29	T28	ThemeOf	malignant tumors,gave rise
R24	T34	T31	ThemeOf	overexpression,mut
R25	T31	T32	CauseOf	mut,induced
R26	T33	T32	ThemeOf	aggressive tumors,induced
R27	T30	T31	ThemeOf	oncogenic activity,mut
R28	T35	T36	ThemeOf	p53,mutated
R29	T36	T37	CauseOf	mutated,reprogramming
R3	T4	T3	ThemeOf	somatic cell reprogramming,facilitates
R30	T37	T38	CauseOf	reprogramming,result in
R31	T39	T38	ThemeOf	cells with malignant tumor-forming potential,result in
R32	T40	T20	ThemeOf	p53,mut
R33	T41	T31	ThemeOf	p53,mut
R4	T1	T5	CauseOf	Mutant,augments
R5	T6	T5	ThemeOf	malignant potential of reprogrammed cells,augments
R6	T7	T8	ThemeOf	p53,deficiency
R7	T8	T9	CauseOf	deficiency,enhances
R8	T10	T9	ThemeOf	somatic cell reprogramming,enhances
R9	T11	T13	CauseOf	mutated,gain
