Id	Subject	Object	Predicate	Lexical cue
T2	90-100	Var	denotes	variations
T1	158-163	Gene	denotes	TREM2
T3	175-184	Reg	denotes	linked to
T5	243-262	Disease	denotes	Alzheimer's disease
T6	267-300	Disease	denotes	frontotemporal lobar degeneration
T7	390-395	Gene	denotes	TREM2
T8	396-404	Var	denotes	variants
T9	437-445	NegReg	denotes	reducing
T10	446-469	CPA	denotes	microglial phagocytosis
T11	471-480	NegReg	denotes	impairing
T12	481-494	MPA	denotes	lipid sensing
T13	496-506	NegReg	denotes	preventing
T14	507-514	Interaction	denotes	binding
T15	518-530	Protein	denotes	lipoproteins
T16	535-544	Reg	denotes	affecting
T17	545-573	MPA	denotes	shielding of amyloid plaques
T18	891-895	Var	denotes	loss
T19	899-904	Gene	denotes	TREM2
T20	905-912	NegReg	denotes	impairs
T21	925-967	CPA	denotes	microglial responses to injury and signals
R1	T1	T2	ThemeOf	TREM2,variations
R10	T8	T16	CauseOf	variants,affecting
R11	T12	T11	ThemeOf	lipid sensing,impairing
R12	T14	T13	ThemeOf	binding,preventing
R13	T15	T14	ThemeOf	lipoproteins,binding
R14	T17	T16	ThemeOf	shielding of amyloid plaques,affecting
R15	T18	T20	CauseOf	loss,impairs
R16	T19	T18	ThemeOf	TREM2,loss
R17	T21	T20	ThemeOf	microglial responses to injury and signals,impairs
R2	T2	T3	CauseOf	variations,linked to
R3	T5	T3	ThemeOf	Alzheimer's disease,linked to
R4	T6	T3	ThemeOf	frontotemporal lobar degeneration,linked to
R5	T7	T8	ThemeOf	TREM2,variants
R6	T8	T9	CauseOf	variants,reducing
R7	T10	T9	ThemeOf	microglial phagocytosis,reducing
R8	T8	T11	CauseOf	variants,impairing
R9	T8	T13	CauseOf	variants,preventing
