Id	Subject	Object	Predicate	Lexical cue
T6	2-6	Gene	denotes	Braf
T1	23-29	Var	denotes	mutant
T2	30-37	Reg	denotes	induces
T3	38-57	Disease	denotes	lung adenocarcinoma
T12	884-888	Gene	denotes	Kras
T16	889-893	Var	denotes	G12V
T13	899-903	Gene	denotes	Braf
T17	904-909	Var	denotes	D631A
T14	940-948	PosReg	denotes	enhances
T15	949-966	MPA	denotes	tumour initiation
T4	1497-1501	Var	denotes	loss
T5	1515-1519	Gene	denotes	Braf
T7	1525-1532	Reg	denotes	induces
T8	1533-1553	CPA	denotes	transdifferentiation
T9	1575-1583	Reg	denotes	leads to
T10	1588-1640	MPA	denotes	rapid development of lethal intrabronchiolar lesions
R1	T6	T1	ThemeOf	Braf,mutant
R10	T12	T16	ThemeOf	Kras,G12V
R11	T13	T17	ThemeOf	Braf,D631A
R12	T15	T14	ThemeOf	tumour initiation,enhances
R13	T16	T14	CauseOf	G12V,enhances
R14	T17	T14	CauseOf	D631A,enhances
R2	T1	T2	CauseOf	mutant,induces
R3	T3	T2	ThemeOf	lung adenocarcinoma,induces
R5	T5	T4	ThemeOf	Braf,loss
R6	T4	T7	CauseOf	loss,induces
R7	T8	T7	ThemeOf	transdifferentiation,induces
R8	T8	T9	CauseOf	transdifferentiation,leads to
R9	T10	T9	ThemeOf	rapid development of lethal intrabronchiolar lesions,leads to
